"ID","EC_2","EC_3","EC_4","EC_5","ES_2","ES_3","ES_4","ES_5","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foldChange","log10padj"
"WBGene00000005",185.527916486411,91.6849760102231,100.492726774041,130.377808896493,66.1150687129367,34.5931941248887,46.9839489756648,37.9858247847388,86.7201830956747,-1.44966317968099,0.352212199986547,16.5009540181868,4.86256012861069e-05,0.000602402386535077,0.36610688754015,3.22011331626127
"WBGene00000008",7.13568909563119,19.8834887733014,2.95566843453062,16.5145224602225,0,0,0,0,5.81117109546071,-6.04465702529482,1.59726189021753,13.1000029523403,0.000295295312581967,0.00278343499575329,0.0151487543044665,2.55541891673725
"WBGene00000112",3262.19919821939,3274.14781800363,2923.15608175078,2717.07353740292,1333.6353860381,1490.65218319975,1337.16318784742,1328.59944306622,2208.32835444103,-1.14900581551487,0.092388828980646,151.423479370671,8.46896795208312e-35,3.72752214446547e-32,0.450935871461476,31.4285797678104
"WBGene00000115",5167.42818675292,4612.96939540593,5979.31724305545,4030.41266568692,1795.49636604704,1378.48637194632,1379.44874192552,1743.73024249944,3260.91115166494,-1.6517544063836,0.149496249336476,116.255313907088,4.17882724677581e-27,1.29830426912084e-24,0.318252906203006,23.8866235148433
"WBGene00000116",530.419556108585,416.448625974146,656.158392465798,272.924213289992,182.288689451383,101.683025154976,146.589920804074,78.6849227683875,298.149668252168,-1.88058293587668,0.337417294856684,29.3136995950816,6.15589423383516e-08,1.6393301535314e-06,0.271573961186946,5.78533357271536
"WBGene00000118",975.210843069596,667.20151217078,580.296235979512,688.394830973483,365.521879884379,397.297593131298,211.427770390491,442.263531422316,540.951774627732,-1.03876477431862,0.253126215054422,16.5199050645316,4.81420175446989e-05,0.00059734555050568,0.486744042287473,3.22377436692211
"WBGene00000136",405.544996935039,314.821905577272,280.788501280409,345.935786272028,145.453151168461,123.696875961723,123.097946316242,40.6990979836487,222.504782686853,-1.63836989341431,0.353100898483423,20.5993615381776,5.66149920553429e-06,9.30564884976045e-05,0.32121921622832,4.03125333966958
"WBGene00000175",3226.52075274124,3245.42722310886,2106.40637100882,1826.15850994355,790.547321610401,1258.98261042398,485.814032408374,898.093428839181,1729.74378126055,-1.59954327391192,0.281274810164867,30.843816527222,2.79651769722016e-08,8.05651325680971e-07,0.329981426151289,6.09385287394652
"WBGene00000176",2062.21414863741,2125.32402221288,2196.06164685625,1193.39154409923,432.581449578929,134.179662060174,274.386262017882,143.803479542225,1070.24277687562,-2.94300151725113,0.351681354261202,60.8501040502028,6.15902491742209e-15,5.42165276758628e-13,0.130037396557663,12.2658683004682
"WBGene00000239",428.141345737871,312.612629046905,254.187485369633,279.008511038495,123.729628591353,148.855562598006,113.701156521109,162.796391934595,227.879088854746,-1.21240429162553,0.229837186946526,27.2570838244855,1.78121344383594e-07,4.33646007077757e-06,0.431548827858909,5.36286464814851
"WBGene00000240",1516.33393282163,1451.494680451,1600.98706870409,1112.55730258341,469.416987861851,526.235862142247,585.420004236783,796.797896079878,1007.40546686011,-1.25582105646976,0.190086995561892,42.4610336882477,7.21045014001171e-11,3.68547040220921e-09,0.418755180498442,8.43350707224305
"WBGene00000246",65.4104833766192,61.859742850271,87.6848302244084,44.3284550248076,17.9455186506543,14.6759005378316,34.7681222419919,16.2796391934595,42.8690865125054,-1.62846041591761,0.433547916819131,13.7572425407212,0.000208017234667278,0.0020703725397632,0.323433177979357,2.68395150120672
